station_id,day,temp_outside,wind_speed,pressure,crew_count,dg_load,physics_pred,actual,residual
ST-BHARATI,24,-21.4,1.03,982.64,24,0.6,164.32,167.26,2.94
ST-BHARATI,25,-22.02,6.71,1002.24,24,0.891,176.2,182.55,6.34
ST-BHARATI,26,-22.03,7.29,1000.95,24,0.63,177.38,177.64,0.26
ST-BHARATI,27,-22.92,6.13,981.36,24,0.645,176.44,176.66,0.22
ST-BHARATI,28,-26.28,6.78,977.7,24,0.748,182.19,205.25,23.06
ST-BHARATI,29,-19.99,10.84,978.99,24,0.709,181.89,188.65,6.76
ST-BHARATI,30,-15.26,5.82,966.59,24,0.642,165.83,178.99,13.16
ST-BHARATI,31,-20.36,9.59,972.62,24,0.677,179.96,188.26,8.3
ST-BHARATI,32,-15.72,8.44,983.44,24,0.901,171.47,196.09,24.62
ST-BHARATI,33,-18.03,7.27,975.94,24,0.646,172.28,179.08,6.79
ST-BHARATI,34,-15.8,3.95,959.28,24,0.883,162.9,176.31,13.41
ST-BHARATI,35,-19.81,7.68,968.57,24,0.763,175.5,189.16,13.66
ST-BHARATI,36,-21.14,0.07,985.44,24,0.741,162.04,172.67,10.63
ST-BHARATI,37,-24.48,12.74,980.07,24,0.757,191.57,206.45,14.88
ST-BHARATI,38,-22.98,7.52,980.03,24,0.755,179.28,203.85,24.57
ST-BHARATI,39,-16.77,2.13,1023.37,24,0.893,160.02,178.82,18.8
ST-BHARATI,40,-10.95,4.23,984.21,24,0.77,156.85,164.95,8.1
ST-BHARATI,41,-18.9,9.95,990.93,24,0.945,178.59,192.62,14.03
ST-BHARATI,42,-20.37,12.97,967.91,24,0.935,186.73,200.36,13.63
ST-BHARATI,43,-14.51,5.85,978.63,24,0.704,164.8,172.11,7.31
ST-BHARATI,44,-14.34,4.97,960.77,24,0.62,162.99,170.68,7.69
ST-BHARATI,45,-23.49,3.61,984.23,24,0.936,172.17,181.24,9.08
ST-BHARATI,46,-17.06,7.24,965.12,24,0.682,171.02,176.58,5.55
ST-BHARATI,47,-13.08,11.75,980.38,24,0.817,174.57,193.92,19.34
ST-BHARATI,48,-23.74,8.57,952.25,24,0.671,182.61,191.16,8.56
ST-BHARATI,49,-19.65,3.11,965.79,24,0.705,166.27,182.45,16.18
ST-BHARATI,50,-21.63,12.11,991.93,24,0.949,186.47,201.34,14.87
ST-BHARATI,51,-17.28,5.96,982.16,24,0.927,168.65,185.07,16.42
ST-BHARATI,52,-12.73,0.4,975.2,24,0.892,151.69,165.92,14.23
ST-BHARATI,53,-20.26,0.73,997.43,24,0.603,162.08,171.59,9.51
ST-BHARATI,54,-17.21,2.92,965.31,24,0.647,162.67,160.97,-1.7
ST-BHARATI,55,-17.08,7.26,970.96,24,0.812,171.06,180.74,9.69
ST-BHARATI,56,-18.97,3.36,973.75,24,0.771,165.79,173.34,7.55
ST-BHARATI,57,-11.94,1.66,990.54,24,0.697,153.01,167.15,14.14
ST-BHARATI,58,-11.41,6.15,973.91,24,0.859,161.34,169.29,7.95
ST-BHARATI,59,-22.21,4.65,984.74,24,0.909,172.53,184.42,11.89
ST-BHARATI,60,-13.99,3.15,988.04,24,0.652,158.68,162.3,3.62
ST-BHARATI,61,-15.67,8.47,997.23,24,0.901,171.34,176.7,5.36
ST-BHARATI,62,-15.78,4.37,980.02,24,0.873,163.53,177.89,14.36
ST-BHARATI,63,-14.88,3.28,974.95,24,0.925,160.23,169.66,9.44
ST-BHARATI,64,-10.65,0,989.23,24,0.609,148.03,146.77,-1.25
ST-BHARATI,65,-18.11,2.42,999.6,24,0.902,162.56,169.73,7.16
ST-BHARATI,66,-16.57,3.08,981.34,24,0.905,162.0,170.93,8.94
ST-BHARATI,67,-15.9,3.8,985.41,24,0.707,162.5,167.15,4.65
ST-BHARATI,68,-16.82,3.24,987.77,24,0.715,162.6,173.96,11.36
ST-BHARATI,69,-10.71,0,976.87,24,0.74,148.21,167.56,19.35
ST-BHARATI,70,-12.61,5.41,985.51,24,0.94,161.36,172.15,10.79
ST-BHARATI,71,-13.03,15.24,979.44,24,0.752,181.42,195.24,13.82
ST-BHARATI,72,-17.9,2.56,968.72,24,0.735,162.85,169.28,6.43
ST-BHARATI,73,-20.11,4.58,979.82,24,0.924,169.66,181.15,11.48
ST-BHARATI,74,-23.54,4.47,979.1,24,0.727,173.99,175.9,1.91
ST-BHARATI,75,-11.96,8.52,974.97,24,0.897,166.74,182.99,16.24
ST-BHARATI,76,-17.91,2.68,975.53,24,0.741,163.04,179.67,16.63
ST-BHARATI,77,-17.83,8.0,954.99,24,0.837,173.64,191.86,18.21
ST-BHARATI,78,-12.68,2.83,975.24,24,0.6,156.42,173.8,17.38
ST-BHARATI,79,-18.15,10.13,964.66,24,0.763,178.19,184.99,6.8
ST-BHARATI,80,-19.74,6.99,954.55,24,0.879,174.16,187.92,13.76
ST-BHARATI,81,-16.31,7.47,963.09,24,0.717,170.52,180.48,9.96
ST-BHARATI,82,-14.32,0,976.01,24,0.67,152.98,159.75,6.76
ST-BHARATI,83,-14.12,6.46,956.92,24,0.625,165.67,177.82,12.15
ST-BHARATI,84,-21.91,8.89,986.34,24,0.773,180.5,200.27,19.77
ST-BHARATI,85,-16.83,11.84,1000.0,24,0.87,179.53,191.42,11.9
ST-BHARATI,86,-13.73,8.61,993.57,24,0.781,169.11,193.71,24.6
ST-BHARATI,87,-14.14,6.94,987.68,24,0.88,166.39,172.59,6.2
ST-BHARATI,88,-22.9,0,955.75,24,0.912,164.48,167.95,3.47
ST-BHARATI,89,-21.85,1.85,957.4,24,0.792,166.76,177.58,10.82
ST-BHARATI,90,-11.73,2.03,970.82,24,0.687,153.63,165.0,11.37
ST-BHARATI,91,-21.42,0.81,963.3,24,0.696,164.08,173.63,9.56
ST-BHARATI,92,-14.1,7.54,978.57,24,0.789,167.59,183.95,16.36
ST-BHARATI,93,-15.13,8.22,973.52,24,0.622,170.35,171.84,1.5
ST-BHARATI,94,-21.19,8.74,972.95,24,0.747,179.4,192.39,13.0
ST-BHARATI,95,-12.64,3.02,972.06,24,0.868,156.77,157.17,0.4
ST-BHARATI,96,-17.34,6.3,968.02,24,0.899,169.51,189.26,19.75
ST-BHARATI,97,-13.05,4.8,979.76,24,0.811,160.77,164.49,3.71
ST-BHARATI,98,-16.54,8.77,977.32,24,0.718,173.26,184.62,11.36
ST-BHARATI,99,-18.82,2.33,986.85,24,0.645,163.44,179.66,16.22
ST-BHARATI,100,-17.76,5.35,967.83,24,0.609,168.19,183.22,15.03
ST-BHARATI,101,-18.46,4.31,976.26,24,0.733,166.98,178.31,11.32
ST-BHARATI,102,-16.29,9.46,980.83,24,0.863,174.26,179.93,5.67
ST-BHARATI,103,-15.66,3.35,982.07,24,0.789,161.33,173.05,11.73
ST-BHARATI,104,-13.48,6.0,967.72,24,0.828,163.82,166.69,2.87
ST-BHARATI,105,-16.96,0,980.76,24,0.653,156.43,168.05,11.62
ST-BHARATI,106,-13.08,10.24,972.26,24,0.845,171.66,181.43,9.78
ST-BHARATI,107,-17.04,3.59,964.43,24,0.64,163.78,167.96,4.18
ST-BHARATI,108,-12.97,0,982.13,24,0.709,151.14,162.75,11.61
ST-BHARATI,109,-21.81,0,964.86,24,0.627,162.97,179.05,16.08
ST-BHARATI,110,-19.46,0.77,996.56,24,0.898,161.11,178.97,17.86
ST-BHARATI,111,-19.1,4.8,1000.86,24,0.722,168.58,178.33,9.75
ST-BHARATI,112,-20.97,7.67,969.04,24,0.897,177.02,188.5,11.48
ST-BHARATI,113,-16.72,4.3,996.54,24,0.89,164.5,174.07,9.57
ST-BHARATI,114,-18.74,1.88,976.84,24,0.695,162.52,157.71,-4.81
ST-BHARATI,115,-15.88,1.36,967.23,24,0.856,157.81,169.95,12.14
ST-BHARATI,116,-18.62,13.76,982.48,24,0.909,185.85,195.36,9.51
ST-BHARATI,117,-17.6,10.47,970.99,24,0.61,178.09,184.59,6.51
ST-BHARATI,118,-16.33,3.96,985.06,24,0.719,163.4,184.62,21.22
ST-BHARATI,119,-13.35,1.75,979.72,24,0.932,155.15,167.85,12.7
ST-BHARATI,120,-12.48,9.27,959.83,24,0.842,169.05,181.18,12.13
ST-BHARATI,121,-20.85,2.31,981.41,24,0.678,166.14,174.17,8.03
ST-BHARATI,122,-19.32,2.81,968.16,24,0.786,165.21,173.0,7.8
ST-BHARATI,123,-24.07,8.99,970.91,24,0.695,183.7,202.54,18.84
ST-BHARATI,124,-18.26,8.03,982.14,24,0.788,174.02,187.99,13.97
ST-BHARATI,125,-18.12,3.45,982.89,24,0.854,164.76,182.98,18.22
ST-BHARATI,126,-13.56,5.29,978.86,24,0.668,162.43,175.67,13.24
ST-BHARATI,127,-18.11,8.49,994.77,24,0.696,174.64,185.98,11.34
ST-BHARATI,128,-13.54,5.18,977.98,24,0.904,162.19,170.97,8.77
ST-BHARATI,129,-26.74,6.47,967.93,24,0.754,182.25,190.19,7.94
ST-BHARATI,130,-18.19,7.19,992.75,24,0.888,172.19,181.35,9.16
ST-BHARATI,131,-20.07,6.92,977.26,24,0.652,174.26,183.28,9.01
ST-BHARATI,132,-22.03,4.69,986.02,24,0.868,172.36,183.79,11.42
ST-BHARATI,133,-24.53,1.62,982.22,24,0.758,169.61,187.81,18.2
ST-BHARATI,134,-26.5,8.79,990.22,24,0.817,186.35,197.31,10.97
ST-BHARATI,135,-24.23,1.83,987.75,24,0.674,169.58,178.83,9.24
ST-BHARATI,136,-20.51,4.02,982.18,24,0.601,169.06,181.37,12.31
ST-BHARATI,137,-24.47,7.64,977.77,24,0.847,181.5,197.14,15.65
ST-BHARATI,138,-20.73,1.79,969.56,24,0.876,165.05,164.05,-1.0
ST-BHARATI,139,-23.71,1.84,991.55,24,0.791,168.89,177.48,8.6
ST-BHARATI,140,-24.9,0,982.14,24,0.658,166.9,175.34,8.44
ST-BHARATI,141,-22.11,12.22,971.02,24,0.644,187.51,195.84,8.33
ST-BHARATI,142,-22.2,0.25,993.23,24,0.773,163.73,172.3,8.57
ST-BHARATI,143,-18.97,6.55,970.37,24,0.688,172.15,184.98,12.83
ST-BHARATI,144,-11.49,11.55,988.07,24,0.933,172.01,177.14,5.13
ST-BHARATI,145,-14.21,5.98,979.58,24,0.865,164.66,177.89,13.23
ST-BHARATI,146,-26.01,7.07,986.56,24,0.805,182.32,191.63,9.31
ST-BHARATI,147,-23.49,2.51,989.32,24,0.717,169.95,183.74,13.79
ST-BHARATI,148,-24.32,0,971.13,24,0.701,166.23,185.03,18.8
ST-BHARATI,149,-13.74,3.52,967.43,24,0.71,159.27,167.97,8.7
ST-BHARATI,150,-25.46,15.5,968.11,24,0.946,198.45,214.46,16.01
ST-BHARATI,151,-23.61,9.82,973.39,24,0.727,184.71,197.55,12.84
ST-BHARATI,152,-20.76,8.4,980.51,24,0.792,178.08,185.2,7.12
ST-BHARATI,153,-17.25,12.11,978.05,24,0.941,180.82,189.83,9.01
ST-BHARATI,154,-23.52,12.13,988.27,24,0.793,189.04,206.58,17.53
ST-BHARATI,155,-10.96,20.89,991.4,24,0.641,189.78,196.72,6.93
ST-BHARATI,156,-19.16,9.91,977.02,24,0.696,178.99,182.67,3.68
ST-BHARATI,157,-15.91,4.34,980.6,24,0.734,163.65,182.11,18.46
ST-BHARATI,158,-17.52,11.75,997.41,24,0.697,180.3,182.74,2.44
ST-BHARATI,159,-20.82,9.99,993.09,24,0.887,181.19,189.96,8.77
ST-BHARATI,160,-22.67,17.3,942.15,24,0.771,198.55,198.1,-0.45
ST-BHARATI,161,-19.15,18.0,971.44,24,0.79,195.03,212.47,17.44
ST-BHARATI,162,-25.62,14.98,986.98,24,0.8,197.46,217.26,19.8
ST-BHARATI,163,-21.65,20.88,999.09,24,0.847,203.8,217.92,14.12
ST-BHARATI,164,-21.01,10.34,968.52,24,0.943,182.35,184.74,2.39
ST-BHARATI,165,-23.72,14.03,963.97,24,0.904,193.29,204.89,11.61
ST-BHARATI,166,-19.73,10.94,966.92,24,0.853,181.86,192.24,10.39
ST-BHARATI,167,-27.82,17.13,987.64,24,0.939,204.61,222.08,17.47
ST-BHARATI,168,-26.27,19.22,966.2,24,0.898,206.89,209.11,2.21
ST-BHARATI,169,-20.68,10.98,972.23,24,0.866,183.14,203.4,20.26
ST-BHARATI,170,-22.54,13.22,995.41,24,0.922,189.85,205.19,15.34
ST-BHARATI,171,-16.8,13.89,975.0,24,0.822,183.77,196.18,12.41
ST-BHARATI,172,-20.55,10.89,971.06,24,0.616,182.81,180.91,-1.9
ST-BHARATI,173,-22.74,10.81,975.25,24,0.786,185.51,199.02,13.51
ST-BHARATI,174,-30.33,11.14,982.35,24,0.905,196.13,209.98,13.86
ST-BHARATI,175,-26.14,11.97,985.69,24,0.761,192.2,201.47,9.27
ST-BHARATI,176,-24.18,17.07,1001.65,24,0.915,199.58,212.0,12.42
ST-BHARATI,177,-25.27,11.89,969.68,24,0.806,191.05,204.25,13.21
ST-BHARATI,178,-27.08,10.78,979.99,24,0.67,191.14,213.28,22.14
ST-BHARATI,179,-27.96,17.05,981.26,24,0.801,204.69,223.69,19.0
ST-BHARATI,180,-21.31,13.85,997.42,24,0.696,189.44,198.91,9.47
ST-BHARATI,181,-30.37,11.55,979.87,24,0.812,197.0,206.36,9.36
ST-BHARATI,182,-33.59,14.18,975.15,24,0.812,206.5,228.23,21.73
ST-BHARATI,183,-28.48,18.56,966.9,24,0.852,208.49,213.74,5.24
ST-BHARATI,184,-29.33,7.57,962.03,24,0.826,187.92,189.89,1.97
ST-BHARATI,185,-26.9,18.02,962.9,24,0.632,205.39,211.08,5.69
ST-BHARATI,186,-27.34,20.37,982.88,24,0.789,210.44,224.44,14.0
ST-BHARATI,187,-20.78,13.12,999.35,24,0.69,187.29,192.09,4.8
ST-BHARATI,188,-23.68,9.91,986.91,24,0.719,184.87,186.34,1.47
ST-BHARATI,189,-18.2,20.8,999.82,24,0.901,199.08,222.88,23.8
ST-BHARATI,190,-27.83,2.96,1001.23,24,0.728,176.47,185.09,8.63
ST-BHARATI,191,-26.0,13.35,967.13,24,0.835,194.91,204.78,9.87
ST-BHARATI,192,-28.79,9.32,992.52,24,0.638,190.39,187.98,-2.41
ST-BHARATI,193,-26.35,14.9,991.51,24,0.92,198.22,204.9,6.68
ST-BHARATI,194,-26.31,15.42,991.77,24,0.706,199.22,198.19,-1.03
ST-BHARATI,195,-28.55,15.2,989.65,24,0.772,201.74,211.1,9.37
ST-BHARATI,196,-20.0,18.79,988.68,24,0.835,197.57,213.91,16.34
ST-BHARATI,197,-27.39,4.35,962.74,24,0.654,178.96,194.24,15.28
ST-BHARATI,198,-28.68,14.93,967.74,24,0.933,201.58,213.85,12.28
ST-BHARATI,199,-23.47,14.79,952.41,24,0.899,194.55,211.37,16.82
ST-BHARATI,200,-22.44,17.56,948.16,24,0.726,198.7,204.96,6.26
ST-BHARATI,201,-29.59,15.55,996.76,24,0.759,203.74,222.83,19.08
ST-BHARATI,202,-30.62,9.11,977.96,24,0.875,192.52,203.38,10.86
ST-BHARATI,203,-27.68,16.07,975.84,24,0.868,202.45,213.09,10.65
ST-BHARATI,204,-27.15,16.69,987.32,24,0.652,202.87,209.42,6.55
ST-BHARATI,205,-27.78,13.82,984.22,24,0.645,198.05,205.87,7.82
ST-BHARATI,206,-28.16,16.48,978.55,24,0.605,203.85,212.92,9.06
ST-BHARATI,207,-27.54,11.14,976.68,24,0.618,192.5,206.11,13.61
ST-BHARATI,208,-28.65,9.12,979.63,24,0.872,189.93,194.67,4.74
ST-BHARATI,209,-30.44,13.84,951.07,24,0.615,201.88,211.81,9.93
ST-BHARATI,210,-26.98,6.14,966.84,24,0.937,181.93,192.93,10.99
ST-BHARATI,211,-24.53,15.7,965.11,24,0.772,197.65,214.0,16.35
ST-BHARATI,212,-27.57,13.16,994.36,24,0.623,196.37,210.68,14.31
ST-BHARATI,213,-29.9,19.59,969.84,24,0.948,212.4,222.74,10.35
ST-BHARATI,214,-33.45,13.16,975.68,24,0.846,204.29,214.03,9.74
ST-BHARATI,215,-25.75,9.37,982.28,24,0.675,186.56,187.62,1.06
ST-BHARATI,216,-32.11,14.86,973.01,24,0.746,205.92,222.44,16.52
ST-BHARATI,217,-25.99,16.37,974.09,24,0.653,200.82,206.29,5.46
ST-BHARATI,218,-28.27,13.31,982.61,24,0.634,197.69,205.74,8.06
ST-BHARATI,219,-30.22,6.71,965.04,24,0.797,187.34,195.76,8.42
ST-BHARATI,220,-30.79,15.79,969.24,24,0.863,206.06,224.63,18.58
ST-BHARATI,221,-25.6,9.29,995.93,24,0.723,186.1,195.31,9.21
ST-BHARATI,222,-32.47,12.7,975.27,24,0.638,202.09,208.92,6.83
ST-BHARATI,223,-27.98,10.84,981.24,24,0.883,192.42,196.22,3.8
ST-BHARATI,224,-24.14,5.04,986.9,24,0.825,175.83,179.64,3.8
ST-BHARATI,225,-21.27,15.51,984.53,24,0.663,192.79,199.15,6.36
ST-BHARATI,226,-31.45,10.71,979.29,24,0.904,196.78,209.06,12.28
ST-BHARATI,227,-34.25,12.36,990.68,24,0.611,203.64,220.5,16.86
ST-BHARATI,228,-30.71,11.22,970.4,24,0.73,196.88,210.37,13.49
ST-BHARATI,229,-31.97,7.18,975.39,24,0.618,190.51,199.76,9.25
ST-BHARATI,230,-27.79,18.64,975.6,24,0.832,207.66,214.77,7.11
ST-BHARATI,231,-35.23,14.39,977.08,24,0.64,209.07,229.42,20.36
ST-BHARATI,232,-33.97,15.39,973.98,24,0.833,209.42,214.55,5.13
ST-BHARATI,233,-27.26,15.13,978.79,24,0.705,200.0,210.29,10.29
ST-BHARATI,234,-30.67,16.11,979.63,24,0.603,206.44,222.0,15.56
ST-BHARATI,235,-31.33,11.51,966.34,24,0.775,198.32,215.79,17.47
ST-BHARATI,236,-27.75,7.72,1001.47,24,0.615,185.78,201.28,15.5
ST-BHARATI,237,-22.5,15.06,990.18,24,0.801,193.47,198.69,5.22
ST-BHARATI,238,-32.58,9.97,981.85,24,0.714,196.78,208.37,11.58
ST-BHARATI,239,-29.85,8.74,993.29,24,0.631,190.63,189.26,-1.37
ST-BHARATI,240,-30.02,11.52,967.6,24,0.739,196.59,203.61,7.02
ST-BHARATI,241,-33.11,17.39,976.37,24,0.779,212.2,226.45,14.25
ST-BHARATI,242,-28.23,17.14,989.24,24,0.855,205.16,213.54,8.37
ST-BHARATI,243,-28.82,7.33,980.58,24,0.669,186.6,200.51,13.91
ST-BHARATI,244,-37.38,9.94,975.81,24,0.87,203.12,211.56,8.45
ST-BHARATI,245,-38.74,14.25,980.81,24,0.923,213.39,218.67,5.28
ST-BHARATI,246,-37.33,11.76,962.99,24,0.82,206.75,209.59,2.84
ST-BHARATI,247,-31.29,15.22,970.47,24,0.696,205.57,218.06,12.49
ST-BHARATI,248,-27.76,15.65,975.12,24,0.62,201.71,218.12,16.41
ST-BHARATI,249,-31.5,12.61,995.52,24,0.815,200.45,202.85,2.39
ST-BHARATI,250,-36.79,5.8,959.97,24,0.914,194.28,202.49,8.21
ST-BHARATI,251,-39.32,8.26,973.89,24,0.766,202.37,209.09,6.72
ST-BHARATI,252,-31.61,7.16,1000.46,24,0.72,189.78,208.36,18.58
ST-BHARATI,253,-33.55,1.38,984.23,24,0.753,181.02,195.99,14.97
ST-BHARATI,254,-37.06,7.81,986.29,24,0.699,198.37,213.93,15.56
ST-BHARATI,255,-35.64,7.97,962.7,24,0.827,197.03,202.25,5.22
ST-BHARATI,256,-31.0,6.72,975.73,24,0.853,188.3,195.35,7.05
ST-BHARATI,257,-37.49,0,987.56,24,0.804,183.47,190.83,7.36
ST-BHARATI,258,-30.37,8.88,998.2,24,0.737,191.56,200.57,9.01
ST-BHARATI,259,-40.54,0.7,975.73,24,0.877,188.98,205.99,17.02
ST-BHARATI,260,-30.47,0.51,989.36,24,0.84,175.19,177.95,2.75
ST-BHARATI,261,-38.49,5.05,969.92,24,0.727,194.94,208.41,13.47
ST-BHARATI,262,-31.66,8.51,993.11,24,0.679,192.58,200.94,8.36
ST-BHARATI,263,-31.82,7.22,983.1,24,0.87,190.32,199.57,9.25
ST-BHARATI,264,-28.66,0,990.57,24,0.868,171.78,184.6,12.82
ST-BHARATI,265,-30.27,8.85,991.86,24,0.87,191.42,212.62,21.19
ST-BHARATI,266,-32.06,3.76,968.59,24,0.837,183.9,197.64,13.74
ST-BHARATI,267,-32.61,10.32,975.66,24,0.757,197.56,218.28,20.72
ST-BHARATI,268,-36.32,5.27,984.86,24,0.892,192.39,197.75,5.36
ST-BHARATI,269,-39.52,13.16,993.29,24,0.699,212.15,222.19,10.04
ST-BHARATI,270,-36.59,9.31,1001.62,24,0.88,200.6,209.87,9.28
ST-BHARATI,271,-31.03,8.32,964.57,24,0.794,191.62,193.32,1.7
ST-BHARATI,272,-26.81,10.65,985.84,24,0.867,190.47,198.05,7.58
ST-BHARATI,273,-34.24,14.6,987.74,24,0.931,208.07,225.07,17.0
ST-BHARATI,274,-32.23,10.31,978.37,24,0.619,197.03,208.46,11.42
ST-BHARATI,275,-35.93,5.96,991.63,24,0.61,193.18,203.23,10.05
ST-BHARATI,276,-26.06,2.78,967.51,24,0.648,174.06,175.9,1.85
ST-BHARATI,277,-34.72,13.33,977.82,24,0.847,206.28,214.62,8.34
ST-BHARATI,278,-33.37,6.13,988.11,24,0.892,190.16,204.02,13.86
ST-BHARATI,279,-39.11,4.05,974.26,24,0.701,193.75,203.95,10.2
ST-BHARATI,280,-33.35,7.19,961.32,24,0.76,192.46,208.61,16.15
ST-BHARATI,281,-26.28,11.57,978.21,24,0.78,191.66,202.14,10.48
ST-BHARATI,282,-32.81,8.22,965.04,24,0.684,193.77,207.95,14.19
ST-BHARATI,283,-38.02,8.96,1007.94,24,0.624,201.72,220.38,18.65
ST-BHARATI,284,-37.57,5.22,995.21,24,0.737,193.85,204.18,10.32
ST-BHARATI,285,-38.43,7.06,989.11,24,0.606,198.68,208.36,9.68
ST-BHARATI,286,-31.94,2.43,978.19,24,0.87,181.03,184.19,3.16
ST-BHARATI,287,-33.13,2.42,994.5,24,0.885,182.44,196.14,13.7
ST-BHARATI,288,-29.61,12.2,961.95,24,0.821,197.43,210.78,13.35
ST-BHARATI,289,-32.18,4.66,982.17,24,0.703,185.74,189.9,4.17
ST-BHARATI,290,-30.12,6.73,1006.97,24,0.78,186.89,201.62,14.74
ST-BHARATI,291,-27.66,5.66,979.58,24,0.667,181.76,202.33,20.57
ST-BHARATI,292,-36.95,11.45,987.17,24,0.644,205.43,211.83,6.39
ST-BHARATI,293,-38.24,12.19,978.93,24,0.735,208.66,206.82,-1.84
ST-BHARATI,294,-27.9,5.23,952.74,24,0.782,181.47,192.79,11.32
ST-BHARATI,295,-30.43,0,994.34,24,0.888,174.1,189.61,15.52
ST-BHARATI,296,-35.8,5.01,995.46,24,0.707,191.08,206.07,14.99
ST-BHARATI,297,-35.74,3.47,975.87,24,0.615,188.12,193.2,5.08
ST-BHARATI,298,-29.76,3.28,989.61,24,0.943,179.74,191.6,11.86
ST-BHARATI,299,-30.76,5.49,972.6,24,0.88,185.59,192.85,7.27
ST-BHARATI,300,-36.44,0,990.24,24,0.873,182.06,200.04,17.98
ST-BHARATI,301,-30.68,6.32,982.04,24,0.734,187.05,192.28,5.23
ST-BHARATI,302,-37.05,3.76,967.39,24,0.73,190.51,188.16,-2.35
ST-BHARATI,303,-31.58,0.79,968.12,24,0.827,177.4,187.63,10.22
ST-BHARATI,304,-31.93,7.96,978.73,24,0.735,191.98,195.83,3.85
ST-BHARATI,305,-34.76,4.82,979.16,24,0.949,189.48,207.93,18.45
ST-BHARATI,306,-33.77,14.69,973.87,24,0.898,207.77,219.63,11.86
ST-BHARATI,307,-39.9,8.54,975.16,24,0.839,203.66,215.93,12.26
ST-BHARATI,308,-29.67,3.1,977.47,24,0.79,179.37,192.32,12.95
ST-BHARATI,309,-25.51,1.07,973.47,24,0.823,169.9,167.87,-2.03
ST-BHARATI,310,-30.2,1.41,985.81,24,0.649,176.65,189.87,13.22
ST-BHARATI,311,-31.18,5.11,969.14,24,0.881,185.41,195.1,9.69
ST-BHARATI,312,-36.54,4.25,988.85,24,0.95,190.61,205.22,14.61
ST-BHARATI,313,-32.19,1.21,982.68,24,0.626,178.91,178.15,-0.76
ST-BHARATI,314,-25.51,5.01,962.77,24,0.721,177.78,191.39,13.6
ST-BHARATI,315,-26.05,1.17,975.14,24,0.938,170.79,179.75,8.96
ST-BHARATI,316,-38.99,9.61,985.81,24,0.654,204.5,216.02,11.52
ST-BHARATI,317,-29.08,9.04,977.2,24,0.929,190.35,196.84,6.5
ST-BHARATI,318,-24.68,1.26,979.94,24,0.793,169.11,188.79,19.68
ST-BHARATI,319,-28.29,8.4,966.13,24,0.659,188.16,197.17,9.01
ST-BHARATI,320,-28.43,5.17,969.6,24,0.812,181.91,185.12,3.21
ST-BHARATI,321,-27.67,1.7,981.31,24,0.616,173.91,182.91,9.0
ST-BHARATI,322,-33.7,1.93,968.08,24,0.746,182.45,185.06,2.6
ST-BHARATI,323,-33.31,2.4,973.08,24,0.935,182.83,191.15,8.32
ST-BHARATI,324,-37.38,6.77,975.99,24,0.626,196.83,202.53,5.7
ST-BHARATI,325,-26.08,7.58,971.93,24,0.812,183.56,195.22,11.66
ST-BHARATI,326,-32.42,11.88,977.64,24,0.941,200.38,200.43,0.05
ST-BHARATI,327,-27.25,8.82,970.26,24,0.763,187.56,196.59,9.03
ST-BHARATI,328,-30.09,9.0,988.15,24,0.734,191.52,205.23,13.71
ST-BHARATI,329,-31.91,4.0,984.69,24,0.715,184.04,192.16,8.12
ST-BHARATI,330,-32.59,4.38,981.16,24,0.78,185.72,189.8,4.08
